id_cliente,nome,email,regiao,idade
47785961079,Fabiana Pinheiro,fabiana.pinheiro+1079@gmail.com,Centro-Oeste,31
49325050775,Thiago Freitas,thiago.freitas+0775@mail.com,Sudeste,38
56236151831,Carla Rocha,carla.rocha+1831@hotmail.com,Sudeste,59
22041364427,Bárbara Xavier,barbara.xavier+4427@outlook.com,Sul,29
37257726583,Lucas Campos,lucas.campos+6583@bol.com.br,Sudeste,59
69872992158,Larissa Maia,larissa.maia+2158@gmail.com,Norte,33
54643572186,Breno Bezerra,breno.bezerra+2186@uol.com.br,Nordeste,26
26061637096,Natalia Barbosa,natalia.barbosa+7096@bol.com.br,Sudeste,21
72047278191,Adriana Rodrigues,adriana.rodrigues+8191@yahoo.com,Sudeste,35
46191274474,Igor Dutra,igor.dutra+4474@live.com,Sudeste,32
35864820225,Heitor Aguiar,heitor.aguiar+0225@outlook.com,Sul,60
27178280610,Simone Amorim,simone.amorim+0610@mail.com,Sudeste,50
36555630064,Cristiano Bonfim,cristiano.bonfim+0064@gmail.com,Sudeste,41
32721900576,Henrique Pontes,henrique.pontes+0576@outlook.com,Norte,22
71708403886,Karina Maia,karina.maia+3886@mail.com,Centro-Oeste,32
21630461575,Mariana Lima,mariana.lima+1575@uol.com.br,Norte,51
88866630670,Breno Amorim,breno.amorim+0670@hotmail.com,Sudeste,49
57395364359,Augusto Mendes,augusto.mendes+4359@uol.com.br,Sudeste,47
41446125671,Patrícia Moreira,patricia.moreira+5671@mail.com,Sul,52
90261023483,Isabela Maia,isabela.maia+3483@uol.com.br,Sudeste,30
57300985299,Alessandra Lima,alessandra.lima+5299@icloud.com,Sudeste,38
83568336489,Rafael Araújo,rafael.araujo+6489@proton.me,Nordeste,32
16565823738,Renato Araújo,renato.araujo+3738@bol.com.br,Sudeste,51
86465545895,Heitor Pontes,heitor.pontes+5895@gmail.com,Sudeste,30
83226621437,Bárbara Teixeira,barbara.teixeira+1437@gmail.com,Sudeste,46
52340780251,Paula Siqueira,paula.siqueira+0251@hotmail.com,Sudeste,75
25013829707,Felipe Barreto,felipe.barreto+9707@live.com,Sudeste,36
51886544777,Isabela Assis,isabela.assis+4777@yahoo.com,Sudeste,28
17470406317,Caíque Pereira,caique.pereira+6317@gmail.com,Nordeste,30
18331422192,Otávio Guimarães,otavio.guimaraes+2192@uol.com.br,Centro-Oeste,38
38134001441,Ana Paiva,ana.paiva+1441@mail.com,Centro-Oeste,31
61452557013,Paula Brito,paula.brito+7013@live.com,Nordeste,30
37135254012,Renato Nunes,renato.nunes+4012@mail.com,Sudeste,36
13743634379,Larissa Cardoso,larissa.cardoso+4379@hotmail.com,Sudeste,36
56003910905,Simone Moura,simone.moura+0905@bol.com.br,Sudeste,42
78718429963,Estela Macedo,estela.macedo+9963@mail.com,Sudeste,60
96816529481,Diogo Silva,diogo.silva+9481@bol.com.br,Sul,29
87276800528,Matheus Cavalcante,matheus.cavalcante+0528@gmail.com,Nordeste,49
61705678954,Antônio Cavalcante,antonio.cavalcante+8954@outlook.com,Nordeste,41
47945384642,Cristiano Silveira,cristiano.silveira+4642@live.com,Sudeste,52
44765357879,Gustavo Pires,gustavo.pires+7879@hotmail.com,Sudeste,32
99248531574,Elis Cavalcante,elis.cavalcante+1574@uol.com.br,Sudeste,20
87467478778,Patrícia Barreto,patricia.barreto+8778@bol.com.br,Nordeste,28
79217008096,Vinícius Pereira,vinicius.pereira+8096@gmail.com,Nordeste,27
61014301021,Heitor Monteiro,heitor.monteiro+1021@outlook.com,Nordeste,58
96318735511,Augusto Figueiredo,augusto.figueiredo+5511@mail.com,Sudeste,23
95586629860,Sofia Fonseca,sofia.fonseca+9860@live.com,Nordeste,26
69896523610,Otávio Pires,otavio.pires+3610@hotmail.com,Sudeste,31
69802704158,Bianca Aguiar,bianca.aguiar+4158@gmail.com,Sudeste,37
70777484631,Karina Sales,karina.sales+4631@live.com,Nordeste,40
45077453129,Heitor Santana,heitor.santana+3129@uol.com.br,Sudeste,40
21328290368,Helena Moura,helena.moura+0368@live.com,Norte,50
10434992156,Vinícius Moraes,vinicius.moraes+2156@gmail.com,Nordeste,39
83822224825,José Oliveira,jose.oliveira+4825@yahoo.com,Sudeste,71
52566377299,José Monteiro,jose.monteiro+7299@bol.com.br,Centro-Oeste,50
90102177588,Yasmin Barbosa,yasmin.barbosa+7588@mail.com,Nordeste,22
71512620382,Gustavo Queiroz,gustavo.queiroz+0382@yahoo.com,Nordeste,26
71448136179,Beatriz Cavalcante,beatriz.cavalcante+6179@proton.me,Centro-Oeste,22
62754794065,Alessandra Paiva,alessandra.paiva+4065@yahoo.com,Sudeste,26
72414812641,Estela Cavalcante,estela.cavalcante+2641@outlook.com,Sudeste,63
14562578845,Felipe Sant’Anna,felipe.santanna+8845@hotmail.com,Sudeste,26
96637895640,Yasmin Figueiredo,yasmin.figueiredo+5640@proton.me,Sul,39
80690552239,Rafael Nunes,rafael.nunes+2239@icloud.com,Nordeste,36
14617876447,Bruno Brito,bruno.brito+6447@proton.me,Sul,75
27616134670,Vitória Toledo,vitoria.toledo+4670@hotmail.com,Norte,28
29038973363,Diego Monteiro,diego.monteiro+3363@uol.com.br,Sul,48
64966137172,Estela Ribeiro,estela.ribeiro+7172@mail.com,Sul,47
91693495541,Larissa Sales,larissa.sales+5541@mail.com,Nordeste,31
65327409647,Gustavo Ribeiro,gustavo.ribeiro+9647@icloud.com,Nordeste,53
79952459432,Amanda Rocha,amanda.rocha+9432@hotmail.com,Nordeste,48
29240308779,Joana Mendes,joana.mendes+8779@bol.com.br,Sudeste,21
15363583819,Flávia Santana,flavia.santana+3819@icloud.com,Sul,40
49774093525,Júlia Almeida,julia.almeida+3525@mail.com,Sudeste,30
82202855967,Tatiana Brito,tatiana.brito+5967@outlook.com,Nordeste,21
49778931331,Elis Fernandes,elis.fernandes+1331@uol.com.br,Sudeste,59
61246829301,Diego Fernandes,diego.fernandes+9301@bol.com.br,Nordeste,22
43356161175,Evelin Barreto,evelin.barreto+1175@live.com,Sudeste,37
24011430376,Sofia Tavares,sofia.tavares+0376@hotmail.com,Norte,30
59541461010,Joana Peixoto,joana.peixoto+1010@icloud.com,Centro-Oeste,29
70586494935,Vitória Santana,vitoria.santana+4935@live.com,Centro-Oeste,38
32699951927,Estela Antunes,estela.antunes+1927@mail.com,Sudeste,26
71294220595,Vinícius Cardoso,vinicius.cardoso+0595@mail.com,Nordeste,28
26043736982,Vinícius Fernandes,vinicius.fernandes+6982@proton.me,Sudeste,57
60532479987,Bruno Pires,bruno.pires+9987@icloud.com,Nordeste,53
24139901043,Clara Paiva,clara.paiva+1043@bol.com.br,Norte,49
40664983146,Yasmin Macedo,yasmin.macedo+3146@live.com,Sudeste,22
65248179899,Júlia Oliveira,julia.oliveira+9899@mail.com,Nordeste,31
91373035388,Letícia Cavalcante,leticia.cavalcante+5388@hotmail.com,Centro-Oeste,31
90349028886,Gustavo Moura,gustavo.moura+8886@hotmail.com,Sudeste,40
87592286956,Júlia Barreto,julia.barreto+6956@live.com,Sul,42
76568385251,Rodrigo Dias,rodrigo.dias+5251@live.com,Sudeste,31
49811024287,Flávia Andrade,flavia.andrade+4287@mail.com,Sudeste,18
46590094975,Vitória Sant’Anna,vitoria.santanna+4975@outlook.com,Norte,28
43326433652,Arthur Silveira,arthur.silveira+3652@gmail.com,Nordeste,34
34768383155,Antônio Reis,antonio.reis+3155@live.com,Sul,20
92357383786,Larissa Cardoso,larissa.cardoso+3786@gmail.com,Sul,50
88412762997,Beatriz Fernandes,beatriz.fernandes+2997@live.com,Nordeste,50
11165333362,Flávia Ribeiro,flavia.ribeiro+3362@uol.com.br,Sudeste,40
58113463482,Gabriela Ribeiro,gabriela.ribeiro+3482@yahoo.com,Centro-Oeste,38
15830642700,Mariana Souza,mariana.souza+2700@hotmail.com,Nordeste,21
67439728377,Clara Barreto,clara.barreto+8377@gmail.com,Nordeste,62
34037590120,Patrícia Toledo,patricia.toledo+0120@gmail.com,Sudeste,22
99316038069,Alice Toledo,alice.toledo+8069@icloud.com,Norte,27
64495132564,Diego Cunha,diego.cunha+2564@icloud.com,Nordeste,27
95919184174,Matheus Fernandes,matheus.fernandes+4174@outlook.com,Norte,39
83739116863,Rafael Mendes,rafael.mendes+6863@bol.com.br,Sul,62
69400431526,Isabela Cardoso,isabela.cardoso+1526@hotmail.com,Sudeste,58
39667250978,Vinícius Rocha,vinicius.rocha+0978@bol.com.br,Nordeste,48
22756461183,Larissa Coelho,larissa.coelho+1183@hotmail.com,Nordeste,50
37366099704,Fabiana Costa,fabiana.costa+9704@mail.com,Sudeste,20
46653989163,Henrique Rocha,henrique.rocha+9163@gmail.com,Centro-Oeste,28
38537243343,Amanda Toledo,amanda.toledo+3343@mail.com,Sudeste,41
66123339760,Paula Pereira,paula.pereira+9760@bol.com.br,Sudeste,50
32358999730,Clara Campos,clara.campos+9730@yahoo.com,Sudeste,47
10021976563,José Brito,jose.brito+6563@mail.com,Sudeste,40
81904706918,Thiago Cardoso,thiago.cardoso+6918@proton.me,Nordeste,29
31794305334,Bianca Antunes,bianca.antunes+5334@live.com,Nordeste,37
85006063902,Simone Figueiredo,simone.figueiredo+3902@gmail.com,Sudeste,30
34145616900,Evelin Pontes,evelin.pontes+6900@yahoo.com,Nordeste,21
82822057081,Augusto Guimarães,augusto.guimaraes+7081@uol.com.br,Nordeste,40
70873595571,Fabiana Carvalho,fabiana.carvalho+5571@icloud.com,Sul,49
56024959794,Bianca Santos,bianca.santos+9794@gmail.com,Nordeste,59
83465785858,Débora Bezerra,debora.bezerra+5858@bol.com.br,Sudeste,50
58688008473,Lucas Pereira,lucas.pereira+8473@uol.com.br,Nordeste,47
71685942465,Camila Fonseca,camila.fonseca+2465@mail.com,Norte,58
24703422397,Diogo Monteiro,diogo.monteiro+2397@live.com,Sudeste,42
95651095760,Patrícia Pinheiro,patricia.pinheiro+5760@proton.me,Centro-Oeste,62
58878081678,Karina Moreira,karina.moreira+1678@outlook.com,Sul,43
80097464476,Arthur Figueiredo,arthur.figueiredo+4476@hotmail.com,Sudeste,45
94689179031,Adriana Pontes,adriana.pontes+9031@proton.me,Nordeste,30
10863030247,Yasmin Cunha,yasmin.cunha+0247@outlook.com,Sudeste,62
95027597822,Isabela Cavalcante,isabela.cavalcante+7822@uol.com.br,Sudeste,49
57437786246,Beatriz Silva,beatriz.silva+6246@bol.com.br,Sudeste,22
48814844832,Thiago Siqueira,thiago.siqueira+4832@proton.me,Sudeste,32
29860514521,Alessandra Prado,alessandra.prado+4521@mail.com,Sudeste,49
97197174404,Vinícius Bezerra,vinicius.bezerra+4404@icloud.com,Sul,39
19249738231,Lucas Assis,lucas.assis+8231@mail.com,Nordeste,39
27741730735,Bruno Rocha,bruno.rocha+0735@icloud.com,Sudeste,27
87912266190,Isabela Albuquerque,isabela.albuquerque+6190@icloud.com,Norte,49
85384718852,Ana Toledo,ana.toledo+8852@proton.me,Sudeste,40
78121565645,Alessandra Pontes,alessandra.pontes+5645@hotmail.com,Sudeste,20
48659628906,Lucas Sant’Anna,lucas.santanna+8906@bol.com.br,Nordeste,36
29384185602,José Barbosa,jose.barbosa+5602@bol.com.br,Sudeste,50
52727640339,Tatiana Barros,tatiana.barros+0339@proton.me,Norte,30
59739401598,Renato Silva,renato.silva+1598@yahoo.com,Sudeste,52
66764229478,Bianca Pereira,bianca.pereira+9478@mail.com,Sudeste,30
21751763476,Débora Barros,debora.barros+3476@icloud.com,Sudeste,36
90879416754,Jonathan Xavier,jonathan.xavier+6754@uol.com.br,Sudeste,42
19380685041,Tatiana Carvalho,tatiana.carvalho+5041@mail.com,Nordeste,29
54276654583,Thiago Oliveira,thiago.oliveira+4583@icloud.com,Sudeste,39
40359541539,Fernando Moraes,fernando.moraes+1539@uol.com.br,Centro-Oeste,29
90578976144,Lucas Araújo,lucas.araujo+6144@outlook.com,Centro-Oeste,37
84536293510,Thiago Toledo,thiago.toledo+3510@uol.com.br,Nordeste,23
70318914701,Cecília Pires,cecilia.pires+4701@mail.com,Nordeste,29
14299589773,Caio Moreira,caio.moreira+9773@yahoo.com,Sudeste,67
80592061901,Larissa Moraes,larissa.moraes+1901@icloud.com,Norte,69
75414890447,Natalia Mendes,natalia.mendes+0447@bol.com.br,Nordeste,21
12802601360,Heitor Cavalcante,heitor.cavalcante+1360@bol.com.br,Centro-Oeste,27
47546942029,Joana Pires,joana.pires+2029@gmail.com,Centro-Oeste,39
89702919367,José Toledo,jose.toledo+9367@gmail.com,Sudeste,39
89181244659,Elis Assis,elis.assis+4659@gmail.com,Centro-Oeste,26
20857793882,Carla Cavalcante,carla.cavalcante+3882@mail.com,Sudeste,59
34142656190,André Moraes,andre.moraes+6190@gmail.com,Sul,58
66000677523,Alessandra Antunes,alessandra.antunes+7523@icloud.com,Nordeste,29
20273598111,Joana Sales,joana.sales+8111@uol.com.br,Nordeste,21
87157822014,Beatriz Silveira,beatriz.silveira+2014@outlook.com,Sul,40
47338182929,Erick Fernandes,erick.fernandes+2929@proton.me,Nordeste,29
47050230586,Fernando Rezende,fernando.rezende+0586@outlook.com,Sudeste,21
28143390158,Cristiano Fernandes,cristiano.fernandes+0158@icloud.com,Sul,21
68084709914,Erick Moraes,erick.moraes+9914@live.com,Sudeste,48
17047044214,Erick Campos,erick.campos+4214@icloud.com,Sul,48
15748904346,Fernando Figueiredo,fernando.figueiredo+4346@yahoo.com,Sudeste,38
43126286345,Estela Teixeira,estela.teixeira+6345@live.com,Sul,38
63833491293,Antônio Santos,antonio.santos+1293@proton.me,Sudeste,38
50773073374,Helena Aguiar,helena.aguiar+3374@proton.me,Sul,39
22708031939,Gabriela Santana,gabriela.santana+1939@proton.me,Sul,29
84448987779,João Rodrigues,joao.rodrigues+7779@gmail.com,Sul,39
14034441276,Matheus Souza,matheus.souza+1276@icloud.com,Sul,49
60555603237,Caíque Dias,caique.dias+3237@uol.com.br,Sudeste,29
66281925599,Renato Silveira,renato.silveira+5599@icloud.com,Nordeste,62
62785456178,Natalia Paiva,natalia.paiva+6178@icloud.com,Sudeste,30
65703289625,Karina Silveira,karina.silveira+9625@bol.com.br,Norte,51
28781131269,José Silva,jose.silva+1269@icloud.com,Sudeste,30
20830297716,Arthur Tavares,arthur.tavares+7716@gmail.com,Sudeste,23
52396167628,Helena Souza,helena.souza+7628@bol.com.br,Sudeste,31
50654083860,José Tavares,jose.tavares+3860@outlook.com,Nordeste,30
89532103916,Sofia Sant’Anna,sofia.santanna+3916@mail.com,Sul,20
11580596770,Fabiana Moreira,fabiana.moreira+6770@hotmail.com,Sul,32
30142912839,Paula Gomes,paula.gomes+2839@uol.com.br,Sul,21
77344335634,Fábio Cavalcante,fabio.cavalcante+5634@proton.me,Nordeste,30
97414742988,Flávia Souza,flavia.souza+2988@live.com,Sudeste,29
10812076478,Elisa Maia,elisa.maia+6478@outlook.com,Sudeste,37
78568588308,Heitor Dutra,heitor.dutra+8308@gmail.com,Nordeste,47
87564318357,Heitor Macedo,heitor.macedo+8357@hotmail.com,Sudeste,48
41309730458,José Pires,jose.pires+0458@yahoo.com,Nordeste,30
25573303374,Yasmin Barbosa,yasmin.barbosa+3374@yahoo.com,Nordeste,38
23768268492,Fabiana Pires,fabiana.pires+8492@live.com,Sul,60
41046561479,Eduarda Andrade,eduarda.andrade+1479@live.com,Nordeste,31
37105629548,Caio Barreto,caio.barreto+9548@bol.com.br,Sudeste,21
69083774277,Débora Cardoso,debora.cardoso+4277@yahoo.com,Sul,71
37851498412,Jonathan Nunes,jonathan.nunes+8412@bol.com.br,Nordeste,59
24822346195,Arthur Gomes,arthur.gomes+6195@live.com,Nordeste,28
58937958135,Evelin Moraes,evelin.moraes+8135@bol.com.br,Nordeste,43
55010748521,Matheus Martins,matheus.martins+8521@proton.me,Sul,74
58616817706,Gustavo Pontes,gustavo.pontes+7706@hotmail.com,Sudeste,29
14008255108,Alessandra Andrade,alessandra.andrade+5108@hotmail.com,Sudeste,39
33506453244,Gustavo Maia,gustavo.maia+3244@yahoo.com,Sudeste,31
35596000311,Diego Guimarães,diego.guimaraes+0311@outlook.com,Sudeste,18
79949467663,Larissa Silveira,larissa.silveira+7663@outlook.com,Sudeste,19
97895591334,Arthur Fonseca,arthur.fonseca+1334@hotmail.com,Nordeste,59
68393814867,Clara Bonfim,clara.bonfim+4867@mail.com,Centro-Oeste,40
37357827143,Mariana Rezende,mariana.rezende+7143@uol.com.br,Nordeste,33
81797477446,Beatriz Moura,beatriz.moura+7446@live.com,Norte,30
49820141872,Karina Pontes,karina.pontes+1872@uol.com.br,Nordeste,61
34214301643,Paula Amorim,paula.amorim+1643@outlook.com,Sudeste,28
83035639497,Renato Cunha,renato.cunha+9497@yahoo.com,Nordeste,42
21492759797,Bárbara Sant’Anna,barbara.santanna+9797@gmail.com,Centro-Oeste,23
72344091309,Diego Rezende,diego.rezende+1309@mail.com,Sudeste,58
47578387228,Jonathan Fonseca,jonathan.fonseca+7228@uol.com.br,Sudeste,27
49123418198,Arthur Barbosa,arthur.barbosa+8198@outlook.com,Nordeste,19
43296857387,Fábio Fernandes,fabio.fernandes+7387@yahoo.com,Nordeste,63
20504633481,Natalia Moura,natalia.moura+3481@hotmail.com,Sudeste,31
89595578663,Bárbara Assis,barbara.assis+8663@yahoo.com,Centro-Oeste,40
93980737341,Amanda Pontes,amanda.pontes+7341@bol.com.br,Sudeste,30
86896440119,Diogo Cavalcante,diogo.cavalcante+0119@gmail.com,Sudeste,50
63170380183,Camila Prado,camila.prado+0183@uol.com.br,Nordeste,47
41475140919,Lucas Toledo,lucas.toledo+0919@proton.me,Sudeste,50
35711524502,Antônio Monteiro,antonio.monteiro+4502@bol.com.br,Sudeste,33
30803977474,Thiago Freitas,thiago.freitas+7474@proton.me,Sudeste,60
46573002574,Elaine Freitas,elaine.freitas+2574@outlook.com,Nordeste,40
33504827133,Elis Queiroz,elis.queiroz+7133@gmail.com,Centro-Oeste,27
49723645178,Vitória Silva,vitoria.silva+5178@yahoo.com,Sudeste,41
55046458594,Cecília Rocha,cecilia.rocha+8594@mail.com,Sudeste,39
22596673325,Lucas Campos,lucas.campos+3325@icloud.com,Centro-Oeste,20
82036234483,Matheus Reis,matheus.reis+4483@gmail.com,Nordeste,63
27005230161,Estela Almeida,estela.almeida+0161@bol.com.br,Sudeste,31
52765743885,Flávia Figueiredo,flavia.figueiredo+3885@bol.com.br,Sul,21
31805968951,Jonathan Azevedo,jonathan.azevedo+8951@icloud.com,Sudeste,21
34354759142,Mariana Santos,mariana.santos+9142@gmail.com,Nordeste,19
20391532453,Joana Sant’Anna,joana.santanna+2453@gmail.com,Nordeste,27
54969025208,Felipe Sales,felipe.sales+5208@live.com,Norte,31
82660056993,Helena Maia,helena.maia+6993@gmail.com,Nordeste,34
74386566683,Bianca Dutra,bianca.dutra+6683@proton.me,Nordeste,49
66045878798,Elisa Gomes,elisa.gomes+8798@outlook.com,Nordeste,79
39883712831,Letícia Silva,leticia.silva+2831@hotmail.com,Centro-Oeste,29
33852188286,Beatriz Almeida,beatriz.almeida+8286@gmail.com,Sudeste,28
23347800318,Bianca Souza,bianca.souza+0318@yahoo.com,Centro-Oeste,47
67249408247,João Monteiro,joao.monteiro+8247@uol.com.br,Sudeste,43
67855757937,Matheus Barros,matheus.barros+7937@bol.com.br,Nordeste,21
81760168689,Fabiana Cavalcante,fabiana.cavalcante+8689@outlook.com,Sul,28
20628275715,Natalia Aguiar,natalia.aguiar+5715@icloud.com,Norte,20
67011702089,Helena Aguiar,helena.aguiar+2089@live.com,Sudeste,31
65888195687,Isabela Sales,isabela.sales+5687@icloud.com,Sudeste,53
39200665672,Tatiana Silveira,tatiana.silveira+5672@yahoo.com,Nordeste,43
76403472099,Natalia Teixeira,natalia.teixeira+2099@proton.me,Sudeste,37
88220696286,Natalia Lima,natalia.lima+6286@icloud.com,Sudeste,30
43874322849,Vinícius Freitas,vinicius.freitas+2849@outlook.com,Sudeste,41
13505170012,Júlia Albuquerque,julia.albuquerque+0012@uol.com.br,Sudeste,40
93557236798,Ana Cavalcante,ana.cavalcante+6798@uol.com.br,Sudeste,26
96849457109,Rafael Batista,rafael.batista+7109@icloud.com,Nordeste,39
29450337579,Gabriela Pinheiro,gabriela.pinheiro+7579@outlook.com,Sudeste,33
87634710402,Isabela Oliveira,isabela.oliveira+0402@mail.com,Sul,48
33112396507,Bruno Maia,bruno.maia+6507@mail.com,Nordeste,49
18868712019,Lucas Gomes,lucas.gomes+2019@hotmail.com,Sudeste,63
95387000532,Gabriela Peixoto,gabriela.peixoto+0532@outlook.com,Sudeste,31
72226080539,Patrícia Assis,patricia.assis+0539@proton.me,Sudeste,40
50931694535,Antônio Siqueira,antonio.siqueira+4535@uol.com.br,Sudeste,26
69166312946,Elis Andrade,elis.andrade+2946@gmail.com,Sudeste,49
25748948003,Diego Lima,diego.lima+8003@live.com,Nordeste,28
26685787119,Daniela Andrade,daniela.andrade+7119@gmail.com,Nordeste,39
